Flight Number,From,To,Departure Date,Departure Time,Arrival Time,Base Price,Total Seats
VU107,HAN (Hà Nội),CXR (Nha Trang),2026-07-12,05:00,17:00,1500000,216
VN201,CXR (Nha Trang),HAN (Hà Nội),2026-07-12,15:45,23:30,1500000,216
VU202,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-12,07:00,16:00,1250000,216
VJ112,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-12,17:15,20:00,1250000,216
VJ112,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-12,10:00,13:15,900000,216
QH105,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-12,17:45,21:45,900000,216
VJ202,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-12,08:45,14:00,1000000,216
QH113,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-12,18:15,23:00,1000000,216
VJ302,DAD (Đà Nẵng),HUI (Huế),2026-07-12,10:00,13:15,600000,216
VN102,HUI (Huế),DAD (Đà Nẵng),2026-07-12,14:30,20:00,600000,216
VU201,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-12,06:15,14:00,850000,216
QH105,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-12,18:00,21:00,850000,216
VJ112,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-13,12:15,17:15,1800000,216
VN111,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-13,16:30,21:45,1800000,216
VN101,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-13,07:30,16:00,1200000,216
VJ104,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-13,16:15,21:45,1200000,216
VU107,HAN (Hà Nội),VII (Vinh),2026-07-13,08:15,17:00,800000,216
VJ103,VII (Vinh),HAN (Hà Nội),2026-07-13,18:00,20:15,800000,216
QH105,HAN (Hà Nội),HUI (Huế),2026-07-13,08:00,17:15,1100000,216
QH114,HUI (Huế),HAN (Hà Nội),2026-07-13,15:45,23:30,1100000,216
VJ402,HAN (Hà Nội),PQC (Phú Quốc),2026-07-13,06:00,18:00,2100000,216
QH114,PQC (Phú Quốc),HAN (Hà Nội),2026-07-13,15:45,21:45,2100000,216
VU201,HAN (Hà Nội),CXR (Nha Trang),2026-07-13,05:30,13:45,1500000,216
VU108,CXR (Nha Trang),HAN (Hà Nội),2026-07-13,17:15,21:15,1500000,216
VN101,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-13,12:15,14:15,1250000,216
VJ103,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-13,14:15,22:15,1250000,216
VN201,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-13,11:45,18:45,900000,216
VJ302,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-13,19:30,20:45,900000,216
VN111,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-13,08:00,14:15,1000000,216
VN301,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-13,17:30,23:15,1000000,216
VJ103,DAD (Đà Nẵng),HUI (Huế),2026-07-13,06:00,16:15,600000,216
VN301,HUI (Huế),DAD (Đà Nẵng),2026-07-13,15:15,21:15,600000,216
VN101,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-13,10:15,18:30,850000,216
QH114,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-13,19:15,21:00,850000,216
VU108,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-14,05:30,14:30,1800000,216
VJ402,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-14,17:45,22:45,1800000,216
VJ302,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-14,07:45,16:00,1200000,216
VJ202,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-14,14:45,23:45,1200000,216
VU202,HAN (Hà Nội),VII (Vinh),2026-07-14,09:00,17:30,800000,216
VN301,VII (Vinh),HAN (Hà Nội),2026-07-14,17:15,22:00,800000,216
VU107,HAN (Hà Nội),HUI (Huế),2026-07-14,10:30,18:45,1100000,216
QH105,HUI (Huế),HAN (Hà Nội),2026-07-14,16:00,23:15,1100000,216
VU201,HAN (Hà Nội),PQC (Phú Quốc),2026-07-14,09:45,14:00,2100000,216
VJ103,PQC (Phú Quốc),HAN (Hà Nội),2026-07-14,19:00,22:45,2100000,216
QH114,HAN (Hà Nội),CXR (Nha Trang),2026-07-14,06:15,17:00,1500000,216
VN301,CXR (Nha Trang),HAN (Hà Nội),2026-07-14,17:15,20:45,1500000,216
VJ112,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-14,07:00,13:45,1250000,216
VJ202,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-14,14:00,23:15,1250000,216
VU202,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-14,10:15,13:00,900000,216
QH113,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-14,18:15,23:30,900000,216
VU108,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-14,12:30,15:00,1000000,216
VU108,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-14,17:45,22:30,1000000,216
VJ112,DAD (Đà Nẵng),HUI (Huế),2026-07-14,05:15,16:00,600000,216
VU107,HUI (Huế),DAD (Đà Nẵng),2026-07-14,17:00,21:45,600000,216
VJ302,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-14,10:15,13:45,850000,216
VJ103,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-14,14:15,23:45,850000,216
QH114,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-15,11:15,18:15,1800000,216
QH113,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-15,17:30,23:30,1800000,216
VJ302,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-15,11:15,13:30,1200000,216
VJ302,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-15,17:45,23:15,1200000,216
VN401,HAN (Hà Nội),VII (Vinh),2026-07-15,07:00,15:30,800000,216
VN401,VII (Vinh),HAN (Hà Nội),2026-07-15,18:45,23:15,800000,216
VJ202,HAN (Hà Nội),HUI (Huế),2026-07-15,12:30,18:15,1100000,216
VN102,HUI (Huế),HAN (Hà Nội),2026-07-15,14:30,22:45,1100000,216
VU107,HAN (Hà Nội),PQC (Phú Quốc),2026-07-15,11:30,14:30,2100000,216
VU202,PQC (Phú Quốc),HAN (Hà Nội),2026-07-15,19:15,20:30,2100000,216
VU202,HAN (Hà Nội),CXR (Nha Trang),2026-07-15,07:00,17:00,1500000,216
QH105,CXR (Nha Trang),HAN (Hà Nội),2026-07-15,14:30,22:00,1500000,216
VN101,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-15,05:15,18:15,1250000,216
VN101,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-15,15:45,21:45,1250000,216
VN101,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-15,12:00,16:30,900000,216
QH114,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-15,16:00,20:00,900000,216
VJ112,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-15,10:45,14:30,1000000,216
VN111,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-15,16:00,22:15,1000000,216
VN401,DAD (Đà Nẵng),HUI (Huế),2026-07-15,10:30,14:45,600000,216
VN401,HUI (Huế),DAD (Đà Nẵng),2026-07-15,19:00,22:45,600000,216
VJ112,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-15,05:00,15:45,850000,216
VN102,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-15,14:30,22:00,850000,216
VJ302,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-16,10:30,14:00,1800000,216
VU201,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-16,16:15,20:15,1800000,216
VN401,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-16,10:15,13:15,1200000,216
VJ202,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-16,19:00,21:00,1200000,216
QH114,HAN (Hà Nội),VII (Vinh),2026-07-16,11:30,13:00,800000,216
VJ202,VII (Vinh),HAN (Hà Nội),2026-07-16,14:45,21:45,800000,216
VN401,HAN (Hà Nội),HUI (Huế),2026-07-16,09:15,13:30,1100000,216
QH106,HUI (Huế),HAN (Hà Nội),2026-07-16,15:30,20:15,1100000,216
QH106,HAN (Hà Nội),PQC (Phú Quốc),2026-07-16,05:00,14:00,2100000,216
VU107,PQC (Phú Quốc),HAN (Hà Nội),2026-07-16,18:45,20:30,2100000,216
VU107,HAN (Hà Nội),CXR (Nha Trang),2026-07-16,11:30,16:15,1500000,216
VU201,CXR (Nha Trang),HAN (Hà Nội),2026-07-16,16:00,21:45,1500000,216
QH105,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-16,09:15,15:15,1250000,216
VN102,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-16,18:00,22:30,1250000,216
VN102,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-16,07:45,17:45,900000,216
QH106,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-16,15:30,23:30,900000,216
VN201,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-16,09:30,17:15,1000000,216
VJ103,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-16,18:45,21:00,1000000,216
QH106,DAD (Đà Nẵng),HUI (Huế),2026-07-16,06:00,15:00,600000,216
QH106,HUI (Huế),DAD (Đà Nẵng),2026-07-16,16:00,21:00,600000,216
QH113,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-16,09:15,15:15,850000,216
QH113,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-16,17:45,21:00,850000,216
VJ112,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-17,06:30,16:30,1800000,216
VU201,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-17,18:30,23:15,1800000,216
VU202,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-17,10:00,16:15,1200000,216
QH113,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-17,19:45,23:45,1200000,216
VU202,HAN (Hà Nội),VII (Vinh),2026-07-17,09:15,15:30,800000,216
VJ104,VII (Vinh),HAN (Hà Nội),2026-07-17,19:45,21:00,800000,216
VN401,HAN (Hà Nội),HUI (Huế),2026-07-17,07:30,15:30,1100000,216
VJ202,HUI (Huế),HAN (Hà Nội),2026-07-17,16:15,21:00,1100000,216
QH106,HAN (Hà Nội),PQC (Phú Quốc),2026-07-17,07:30,17:00,2100000,216
VJ103,PQC (Phú Quốc),HAN (Hà Nội),2026-07-17,15:00,20:45,2100000,216
VN111,HAN (Hà Nội),CXR (Nha Trang),2026-07-17,10:45,14:00,1500000,216
VN201,CXR (Nha Trang),HAN (Hà Nội),2026-07-17,14:00,21:00,1500000,216
VU108,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-17,11:00,18:30,1250000,216
VJ202,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-17,15:30,21:45,1250000,216
VJ112,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-17,11:45,15:00,900000,216
QH106,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-17,16:30,20:45,900000,216
VN102,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-17,12:45,18:15,1000000,216
QH106,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-17,14:30,23:15,1000000,216
VJ402,DAD (Đà Nẵng),HUI (Huế),2026-07-17,10:45,15:45,600000,216
VN111,HUI (Huế),DAD (Đà Nẵng),2026-07-17,15:15,20:45,600000,216
VN401,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-17,05:15,13:45,850000,216
VJ202,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-17,19:15,23:15,850000,216
VU201,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-18,08:15,16:00,1800000,216
VU107,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-18,19:00,21:00,1800000,216
VN301,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-18,07:00,13:15,1200000,216
VJ302,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-18,14:45,20:45,1200000,216
QH106,HAN (Hà Nội),VII (Vinh),2026-07-18,10:00,18:30,800000,216
VN111,VII (Vinh),HAN (Hà Nội),2026-07-18,19:00,20:00,800000,216
VJ103,HAN (Hà Nội),HUI (Huế),2026-07-18,12:15,14:00,1100000,216
VN301,HUI (Huế),HAN (Hà Nội),2026-07-18,17:00,21:45,1100000,216
VU202,HAN (Hà Nội),PQC (Phú Quốc),2026-07-18,11:45,18:30,2100000,216
VN301,PQC (Phú Quốc),HAN (Hà Nội),2026-07-18,16:00,22:30,2100000,216
VN401,HAN (Hà Nội),CXR (Nha Trang),2026-07-18,09:45,13:45,1500000,216
VN301,CXR (Nha Trang),HAN (Hà Nội),2026-07-18,17:00,20:30,1500000,216
VU202,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-18,06:15,14:30,1250000,216
VJ112,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-18,17:30,21:15,1250000,216
VN401,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-18,09:15,17:15,900000,216
VN102,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-18,17:00,20:15,900000,216
VN301,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-18,12:45,18:45,1000000,216
VN102,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-18,14:45,20:15,1000000,216
VN102,DAD (Đà Nẵng),HUI (Huế),2026-07-18,10:15,17:00,600000,216
VN101,HUI (Huế),DAD (Đà Nẵng),2026-07-18,16:00,22:45,600000,216
VN401,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-18,12:30,13:15,850000,216
QH106,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-18,17:15,23:00,850000,216
VJ103,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-19,05:15,15:00,1800000,216
QH114,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-19,15:30,20:45,1800000,216
VN201,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-19,11:45,18:30,1200000,216
VU108,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-19,15:00,23:15,1200000,216
QH106,HAN (Hà Nội),VII (Vinh),2026-07-19,10:45,14:15,800000,216
VJ103,VII (Vinh),HAN (Hà Nội),2026-07-19,17:00,21:15,800000,216
QH114,HAN (Hà Nội),HUI (Huế),2026-07-19,07:00,14:45,1100000,216
QH113,HUI (Huế),HAN (Hà Nội),2026-07-19,18:45,20:00,1100000,216
VN201,HAN (Hà Nội),PQC (Phú Quốc),2026-07-19,11:45,18:15,2100000,216
VU202,PQC (Phú Quốc),HAN (Hà Nội),2026-07-19,14:30,23:45,2100000,216
VJ103,HAN (Hà Nội),CXR (Nha Trang),2026-07-19,07:15,18:15,1500000,216
VN111,CXR (Nha Trang),HAN (Hà Nội),2026-07-19,14:15,23:45,1500000,216
VJ104,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-19,10:00,16:45,1250000,216
VJ302,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-19,14:00,20:45,1250000,216
VN111,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-19,06:45,18:45,900000,216
QH106,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-19,14:45,20:00,900000,216
VN111,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-19,09:00,18:00,1000000,216
VJ112,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-19,15:30,23:15,1000000,216
VJ202,DAD (Đà Nẵng),HUI (Huế),2026-07-19,06:00,18:15,600000,216
VJ402,HUI (Huế),DAD (Đà Nẵng),2026-07-19,16:15,22:15,600000,216
VJ202,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-19,08:30,16:00,850000,216
VJ202,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-19,15:00,21:00,850000,216
VN111,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-20,09:30,14:45,1800000,216
VJ402,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-20,16:15,21:15,1800000,216
VJ103,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-20,11:00,17:45,1200000,216
QH106,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-20,19:00,23:45,1200000,216
VJ202,HAN (Hà Nội),VII (Vinh),2026-07-20,12:45,16:45,800000,216
VU107,VII (Vinh),HAN (Hà Nội),2026-07-20,19:30,20:30,800000,216
VJ202,HAN (Hà Nội),HUI (Huế),2026-07-20,10:00,13:15,1100000,216
VJ402,HUI (Huế),HAN (Hà Nội),2026-07-20,18:45,22:15,1100000,216
VN102,HAN (Hà Nội),PQC (Phú Quốc),2026-07-20,07:30,16:45,2100000,216
VJ103,PQC (Phú Quốc),HAN (Hà Nội),2026-07-20,14:00,22:30,2100000,216
VN201,HAN (Hà Nội),CXR (Nha Trang),2026-07-20,10:30,14:30,1500000,216
VN401,CXR (Nha Trang),HAN (Hà Nội),2026-07-20,14:30,21:15,1500000,216
VN401,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-20,11:00,16:30,1250000,216
VJ112,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-20,17:15,20:00,1250000,216
VN401,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-20,12:00,13:45,900000,216
QH113,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-20,17:30,21:30,900000,216
VJ104,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-20,05:00,13:45,1000000,216
QH113,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-20,14:15,23:00,1000000,216
VU201,DAD (Đà Nẵng),HUI (Huế),2026-07-20,10:45,15:00,600000,216
QH113,HUI (Huế),DAD (Đà Nẵng),2026-07-20,16:45,21:30,600000,216
VJ302,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-20,10:45,16:15,850000,216
VU108,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-20,18:45,23:45,850000,216
QH106,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-21,08:30,13:45,1800000,216
VJ104,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-21,14:15,22:00,1800000,216
VJ302,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-21,12:30,17:30,1200000,216
VN201,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-21,19:30,23:30,1200000,216
VU107,HAN (Hà Nội),VII (Vinh),2026-07-21,11:00,15:15,800000,216
VN101,VII (Vinh),HAN (Hà Nội),2026-07-21,18:15,22:45,800000,216
VU107,HAN (Hà Nội),HUI (Huế),2026-07-21,12:45,17:15,1100000,216
QH105,HUI (Huế),HAN (Hà Nội),2026-07-21,14:30,22:45,1100000,216
VJ202,HAN (Hà Nội),PQC (Phú Quốc),2026-07-21,11:15,15:00,2100000,216
VN201,PQC (Phú Quốc),HAN (Hà Nội),2026-07-21,17:30,23:00,2100000,216
QH113,HAN (Hà Nội),CXR (Nha Trang),2026-07-21,09:30,13:45,1500000,216
VJ103,CXR (Nha Trang),HAN (Hà Nội),2026-07-21,14:15,22:00,1500000,216
VU201,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-21,12:15,18:45,1250000,216
VN111,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-21,14:45,21:30,1250000,216
VN301,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-21,08:30,15:15,900000,216
VJ112,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-21,16:30,23:00,900000,216
VJ402,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-21,06:30,14:00,1000000,216
VJ112,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-21,18:00,21:00,1000000,216
VJ202,DAD (Đà Nẵng),HUI (Huế),2026-07-21,05:45,18:15,600000,216
QH113,HUI (Huế),DAD (Đà Nẵng),2026-07-21,16:00,23:45,600000,216
QH106,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-21,10:15,13:30,850000,216
QH114,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-21,16:15,23:00,850000,216
VU107,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-22,06:15,17:00,1800000,216
VJ402,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-22,14:00,23:30,1800000,216
QH114,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-22,12:45,16:45,1200000,216
QH113,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-22,18:00,21:00,1200000,216
QH114,HAN (Hà Nội),VII (Vinh),2026-07-22,10:30,16:30,800000,216
VN301,VII (Vinh),HAN (Hà Nội),2026-07-22,16:30,22:00,800000,216
QH114,HAN (Hà Nội),HUI (Huế),2026-07-22,07:15,13:30,1100000,216
VN101,HUI (Huế),HAN (Hà Nội),2026-07-22,19:00,20:45,1100000,216
QH105,HAN (Hà Nội),PQC (Phú Quốc),2026-07-22,07:45,18:30,2100000,216
VJ103,PQC (Phú Quốc),HAN (Hà Nội),2026-07-22,17:15,23:00,2100000,216
VJ402,HAN (Hà Nội),CXR (Nha Trang),2026-07-22,12:15,18:15,1500000,216
QH106,CXR (Nha Trang),HAN (Hà Nội),2026-07-22,15:45,23:45,1500000,216
QH105,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-22,11:30,13:15,1250000,216
VJ112,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-22,15:30,23:15,1250000,216
VJ112,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-22,05:30,18:00,900000,216
QH106,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-22,15:45,22:15,900000,216
QH106,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-22,06:15,17:45,1000000,216
VJ103,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-22,14:15,22:00,1000000,216
VN102,DAD (Đà Nẵng),HUI (Huế),2026-07-22,10:00,15:30,600000,216
QH114,HUI (Huế),DAD (Đà Nẵng),2026-07-22,18:00,20:00,600000,216
QH106,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-22,05:30,17:30,850000,216
VN201,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-22,14:45,23:15,850000,216
VU107,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-23,08:45,18:15,1800000,216
QH114,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-23,17:30,21:45,1800000,216
VN101,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-23,07:30,14:45,1200000,216
VJ103,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-23,17:00,20:30,1200000,216
VJ402,HAN (Hà Nội),VII (Vinh),2026-07-23,11:00,18:45,800000,216
VJ112,VII (Vinh),HAN (Hà Nội),2026-07-23,17:15,21:30,800000,216
VU107,HAN (Hà Nội),HUI (Huế),2026-07-23,07:30,16:15,1100000,216
VU202,HUI (Huế),HAN (Hà Nội),2026-07-23,17:45,21:15,1100000,216
QH114,HAN (Hà Nội),PQC (Phú Quốc),2026-07-23,05:45,17:45,2100000,216
VJ402,PQC (Phú Quốc),HAN (Hà Nội),2026-07-23,16:45,21:15,2100000,216
VJ302,HAN (Hà Nội),CXR (Nha Trang),2026-07-23,06:30,18:00,1500000,216
VJ302,CXR (Nha Trang),HAN (Hà Nội),2026-07-23,18:45,23:00,1500000,216
VU202,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-23,05:15,13:15,1250000,216
QH113,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-23,14:15,23:15,1250000,216
VU201,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-23,08:30,13:00,900000,216
VN401,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-23,17:00,20:00,900000,216
VJ202,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-23,05:15,16:15,1000000,216
VJ402,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-23,15:45,23:30,1000000,216
VU201,DAD (Đà Nẵng),HUI (Huế),2026-07-23,06:00,14:15,600000,216
VN111,HUI (Huế),DAD (Đà Nẵng),2026-07-23,15:00,20:30,600000,216
VJ112,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-23,05:15,18:45,850000,216
VJ112,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-23,15:45,21:15,850000,216
QH113,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-24,12:15,18:15,1800000,216
VN102,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-24,15:15,22:45,1800000,216
VU108,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-24,11:00,15:30,1200000,216
VN111,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-24,19:30,20:00,1200000,216
VU201,HAN (Hà Nội),VII (Vinh),2026-07-24,05:45,13:30,800000,216
VU108,VII (Vinh),HAN (Hà Nội),2026-07-24,16:30,20:00,800000,216
VJ104,HAN (Hà Nội),HUI (Huế),2026-07-24,05:45,14:00,1100000,216
VJ104,HUI (Huế),HAN (Hà Nội),2026-07-24,17:00,21:00,1100000,216
VJ103,HAN (Hà Nội),PQC (Phú Quốc),2026-07-24,09:15,14:00,2100000,216
VJ302,PQC (Phú Quốc),HAN (Hà Nội),2026-07-24,14:15,23:45,2100000,216
VU108,HAN (Hà Nội),CXR (Nha Trang),2026-07-24,05:00,16:15,1500000,216
QH113,CXR (Nha Trang),HAN (Hà Nội),2026-07-24,19:00,22:00,1500000,216
VJ202,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-07-24,08:15,16:45,1250000,216
VJ302,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-07-24,19:15,20:45,1250000,216
QH114,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-07-24,08:30,16:15,900000,216
VN201,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-07-24,19:45,20:30,900000,216
VN102,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-07-24,12:00,14:15,1000000,216
VN101,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-07-24,14:00,20:15,1000000,216
VJ103,DAD (Đà Nẵng),HUI (Huế),2026-07-24,09:15,17:15,600000,216
VN101,HUI (Huế),DAD (Đà Nẵng),2026-07-24,18:45,21:45,600000,216
VJ302,DAD (Đà Nẵng),CXR (Nha Trang),2026-07-24,12:15,15:15,850000,216
VN201,CXR (Nha Trang),DAD (Đà Nẵng),2026-07-24,18:15,20:15,850000,216
VN401,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-07-25,06:15,13:30,1800000,216
VU201,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-07-25,14:15,20:15,1800000,216
VU201,HAN (Hà Nội),DAD (Đà Nẵng),2026-07-25,08:15,17:00,1200000,216
VN101,DAD (Đà Nẵng),HAN (Hà Nội),2026-07-25,14:45,21:45,1200000,216
QH113,HAN (Hà Nội),VII (Vinh),2026-07-25,05:00,14:45,800000,216
QH113,VII (Vinh),HAN (Hà Nội),2026-07-25,16:30,22:15,800000,216
VU107,HAN (Hà Nội),HUI (Huế),2026-07-25,08:15,15:45,1100000,216
